Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
CDK,-3.8791666666666664,4,KRSA,0.9509906152241918,4,CMGC,CDK,CDK7,CDK7
CDK,-3.8791666666666664,4,KRSA,0.9509906152241918,4,CMGC,CDK,CDK8,CDK8
CDK,-3.8791666666666664,4,KRSA,0.9509906152241918,4,CMGC,CDK,CDK9,CDK9
CDK,-3.8791666666666664,4,KRSA,0.9509906152241918,4,NA,NA,NA,CDK11A
CDK,-3.8791666666666664,4,KRSA,0.9509906152241918,4,NA,NA,NA,CDK11B
MTOR,-1.8033333333333332,16,KRSA,0.8008342022940563,4,ATYPICAL,PIKK,FRAP,MTOR
PKD,0.8883333333333333,38,KRSA,0.5255474452554745,3,CAMK,PKD,PKD,PRKD1
PKD,0.8883333333333333,38,KRSA,0.5255474452554745,3,CAMK,PKD,PKD,PRKD2
PKD,0.8883333333333333,38,KRSA,0.5255474452554745,3,CAMK,PKD,PKD,PRKD3
PLK,-2.5033333333333334,12,KRSA,0.8508863399374348,4,NA,NA,NA,PLK5
PLK,-2.5033333333333334,12,KRSA,0.8508863399374348,4,OTHER,PLK,PLK1,PLK1
PLK,-2.5033333333333334,12,KRSA,0.8508863399374348,4,OTHER,PLK,PLK2,PLK2
PLK,-2.5033333333333334,12,KRSA,0.8508863399374348,4,OTHER,PLK,PLK2,PLK3
PLK,-2.5033333333333334,12,KRSA,0.8508863399374348,4,OTHER,PLK,SAK,PLK4
PKCD,1.2083333333333333,27,KRSA,0.6631908237747653,3,AGC,PKC,DELTA,PRKCD
PKCD,1.2083333333333333,27,KRSA,0.6631908237747653,3,AGC,PKC,DELTA,PRKCQ
NMO,-2.4458333333333333,13,KRSA,0.8383733055265902,4,CMGC,MAPK,NMO,NLK
PAKA,0.8458333333333334,40,KRSA,0.5005213764337852,3,STE,STE20,PAKA,PAK1
