Kinase,Peptide,LFC
VRK2,H32_3_18,-0.02966587048967669
BARK1,IF4E_203_215,-0.16648583407526582
CDK,IF4E_203_215,-0.16648583407526582
DMPK,IF4E_203_215,-0.16648583407526582
ERK,IF4E_203_215,-0.16648583407526582
GRK,IF4E_203_215,-0.16648583407526582
IKK,IF4E_203_215,-0.16648583407526582
LKB,IF4E_203_215,-0.16648583407526582
MAPKAPK,IF4E_203_215,-0.16648583407526582
MLK,IF4E_203_215,-0.16648583407526582
P38,IF4E_203_215,-0.16648583407526582
PEK,IF4E_203_215,-0.16648583407526582
PKCA,IF4E_203_215,-0.16648583407526582
QIK,IF4E_203_215,-0.16648583407526582
RIPK,IF4E_203_215,-0.16648583407526582
STKR,IF4E_203_215,-0.16648583407526582
VRK1,IF4E_203_215,-0.16648583407526582
VRK2,IF4E_203_215,-0.16648583407526582
BARK1,KAP2_92_104,0.5229444916291769
CDK,KAP2_92_104,0.5229444916291769
CK2,KAP2_92_104,0.5229444916291769
DMPK,KAP2_92_104,0.5229444916291769
ERK,KAP2_92_104,0.5229444916291769
GSK,KAP2_92_104,0.5229444916291769
MAPKAPK,KAP2_92_104,0.5229444916291769
PDHK,KAP2_92_104,0.5229444916291769
PEK,KAP2_92_104,0.5229444916291769
PHK,KAP2_92_104,0.5229444916291769
PIM,KAP2_92_104,0.5229444916291769
PKA,KAP2_92_104,0.5229444916291769
PKCA,KAP2_92_104,0.5229444916291769
PKD,KAP2_92_104,0.5229444916291769
PKG,KAP2_92_104,0.5229444916291769
QIK,KAP2_92_104,0.5229444916291769
RIPK,KAP2_92_104,0.5229444916291769
RSK,KAP2_92_104,0.5229444916291769
VRK2,KAP2_92_104,0.5229444916291769
AKT,KAP3_107_119,0.6501086534452464
AUR,KAP3_107_119,0.6501086534452464
BARK1,KAP3_107_119,0.6501086534452464
DMPK,KAP3_107_119,0.6501086534452464
MAPKAPK,KAP3_107_119,0.6501086534452464
PDHK,KAP3_107_119,0.6501086534452464
PHK,KAP3_107_119,0.6501086534452464
PKA,KAP3_107_119,0.6501086534452464
PKCA,KAP3_107_119,0.6501086534452464
RIPK,KAP3_107_119,0.6501086534452464
VRK2,KAP3_107_119,0.6501086534452464
BARK1,KAPCG_192_206,0.14212240785379365
