Kinase,Peptide,LFC
DMPK,TOP2A_1463_1475,0.617705496452056
IKK,TOP2A_1463_1475,0.617705496452056
MLK,TOP2A_1463_1475,0.617705496452056
NEK,TOP2A_1463_1475,0.617705496452056
PAKA,TOP2A_1463_1475,0.617705496452056
PEK,TOP2A_1463_1475,0.617705496452056
PHK,TOP2A_1463_1475,0.617705496452056
PIM,TOP2A_1463_1475,0.617705496452056
PKA,TOP2A_1463_1475,0.617705496452056
PKCA,TOP2A_1463_1475,0.617705496452056
PKG,TOP2A_1463_1475,0.617705496452056
PLK,TOP2A_1463_1475,0.617705496452056
QIK,TOP2A_1463_1475,0.617705496452056
RAD53,TOP2A_1463_1475,0.617705496452056
RIPK,TOP2A_1463_1475,0.617705496452056
RSK,TOP2A_1463_1475,0.617705496452056
VRK2,TOP2A_1463_1475,0.617705496452056
BARK1,TY3H_65_77,1.04809448484556
CAMK2,TY3H_65_77,1.04809448484556
MAPKAPK,TY3H_65_77,1.04809448484556
PHK,TY3H_65_77,1.04809448484556
PIM,TY3H_65_77,1.04809448484556
PKA,TY3H_65_77,1.04809448484556
PKCA,TY3H_65_77,1.04809448484556
PKG,TY3H_65_77,1.04809448484556
QIK,TY3H_65_77,1.04809448484556
RIPK,TY3H_65_77,1.04809448484556
RSK,TY3H_65_77,1.04809448484556
VRK2,TY3H_65_77,1.04809448484556
BARK1,VASP_150_162,0.7585384865456675
DMPK,VASP_150_162,0.7585384865456675
PHK,VASP_150_162,0.7585384865456675
PIM,VASP_150_162,0.7585384865456675
PKA,VASP_150_162,0.7585384865456675
PKCA,VASP_150_162,0.7585384865456675
PKD,VASP_150_162,0.7585384865456675
PKG,VASP_150_162,0.7585384865456675
RIPK,VASP_150_162,0.7585384865456675
RSK,VASP_150_162,0.7585384865456675
VRK2,VASP_150_162,0.7585384865456675
BARK1,VASP_232_244,0.32256614859371446
CDK,VASP_232_244,0.32256614859371446
DMPK,VASP_232_244,0.32256614859371446
IKK,VASP_232_244,0.32256614859371446
MAPKAPK,VASP_232_244,0.32256614859371446
PHK,VASP_232_244,0.32256614859371446
PIM,VASP_232_244,0.32256614859371446
PKA,VASP_232_244,0.32256614859371446
PKCA,VASP_232_244,0.32256614859371446
