Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
JNK,-3.725833333333333,3,KRSA,0.9635036496350365,4,CMGC,MAPK,JNK,MAPK9
ERK,-4.384166666666666,1,KRSA,0.9885297184567258,4,CMGC,MAPK,ERK1,MAPK1
ERK,-4.384166666666666,1,KRSA,0.9885297184567258,4,CMGC,MAPK,ERK7,MAPK15
ERK,-4.384166666666666,1,KRSA,0.9885297184567258,4,CMGC,MAPK,ERK1,MAPK3
ERK,-4.384166666666666,1,KRSA,0.9885297184567258,4,CMGC,MAPK,ERK3,MAPK4
ERK,-4.384166666666666,1,KRSA,0.9885297184567258,4,CMGC,MAPK,ERK3,MAPK6
ERK,-4.384166666666666,1,KRSA,0.9885297184567258,4,CMGC,MAPK,ERK5,MAPK7
DYRK,-3.701666666666666,4,KRSA,0.9509906152241918,4,CMGC,DYRK,DYRK1,DYRK1A
DYRK,-3.701666666666666,4,KRSA,0.9509906152241918,4,CMGC,DYRK,DYRK1,DYRK1B
DYRK,-3.701666666666666,4,KRSA,0.9509906152241918,4,CMGC,DYRK,DYRK2,DYRK2
DYRK,-3.701666666666666,4,KRSA,0.9509906152241918,4,CMGC,DYRK,DYRK2,DYRK3
DYRK,-3.701666666666666,4,KRSA,0.9509906152241918,4,CMGC,DYRK,DYRK2,DYRK4
DYRK,-3.701666666666666,4,KRSA,0.9509906152241918,4,CMGC,DYRK,HIPK,HIPK1
DYRK,-3.701666666666666,4,KRSA,0.9509906152241918,4,CMGC,DYRK,HIPK,HIPK2
DYRK,-3.701666666666666,4,KRSA,0.9509906152241918,4,CMGC,DYRK,HIPK,HIPK3
DYRK,-3.701666666666666,4,KRSA,0.9509906152241918,4,CMGC,DYRK,HIPK,HIPK4
DYRK,-3.701666666666666,4,KRSA,0.9509906152241918,4,CMGC,DYRK,PRP4,PRPF4B
P38,-3.2391666666666667,6,KRSA,0.9259645464025026,4,CMGC,MAPK,P38,MAPK11
P38,-3.2391666666666667,6,KRSA,0.9259645464025026,4,CMGC,MAPK,P38,MAPK12
P38,-3.2391666666666667,6,KRSA,0.9259645464025026,4,CMGC,MAPK,P38,MAPK13
P38,-3.2391666666666667,6,KRSA,0.9259645464025026,4,CMGC,MAPK,P38,MAPK14
PKA,2.931666666666666,9,KRSA,0.8884254431699687,4,AGC,PKA,PKA,PRKACA
PKA,2.931666666666666,9,KRSA,0.8884254431699687,4,AGC,PKA,PKA,PRKACB
PKA,2.931666666666666,9,KRSA,0.8884254431699687,4,AGC,PKA,PKA,PRKACG
PKA,2.931666666666666,9,KRSA,0.8884254431699687,4,AGC,PKA,PKA,PRKX
PKA,2.931666666666666,9,KRSA,0.8884254431699687,4,AGC,PKA,PKA,PRKY
PDK1,-3.7941666666666665,2,KRSA,0.9760166840458812,4,ATYPICAL,PDHK,PDHK,PDK1
PDK1,-3.7941666666666665,2,KRSA,0.9760166840458812,4,AGC,PDK1,PDK1,PDPK1
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CDC2,CDK1
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CDK10,CDK10
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CRK7,CDK12
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CRK7,CDK13
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,PFTAIRE,CDK14
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,PFTAIRE,CDK15
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,PCTAIRE,CDK16
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,PCTAIRE,CDK17
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,PCTAIRE,CDK18
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CDK8,CDK19
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CDC2,CDK2
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CCRK,CDK20
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CDC2,CDK3
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CDK4,CDK4
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CDK5,CDK5
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CDK4,CDK6
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CDK7,CDK7
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CDK8,CDK8
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CDK9,CDK9
CDK,-3.35,5,KRSA,0.9384775808133472,4,NA,NA,NA,CDK11A
CDK,-3.35,5,KRSA,0.9384775808133472,4,NA,NA,NA,CDK11B
PLK,-2.943333333333334,8,KRSA,0.9009384775808134,4,NA,NA,NA,PLK5
PLK,-2.943333333333334,8,KRSA,0.9009384775808134,4,OTHER,PLK,PLK1,PLK1
PLK,-2.943333333333334,8,KRSA,0.9009384775808134,4,OTHER,PLK,PLK2,PLK2
PLK,-2.943333333333334,8,KRSA,0.9009384775808134,4,OTHER,PLK,PLK2,PLK3
PLK,-2.943333333333334,8,KRSA,0.9009384775808134,4,OTHER,PLK,SAK,PLK4
RAF,-2.3133333333333335,13,KRSA,0.8383733055265902,4,TKL,RAF,RAF,ARAF
RAF,-2.3133333333333335,13,KRSA,0.8383733055265902,4,TKL,RAF,RAF,BRAF
RAF,-2.3133333333333335,13,KRSA,0.8383733055265902,4,TKL,RAF,KSR,KSR1
RAF,-2.3133333333333335,13,KRSA,0.8383733055265902,4,TKL,RAF,KSR,KSR2
RAF,-2.3133333333333335,13,KRSA,0.8383733055265902,4,TKL,RAF,RAF,RAF1
HAL,0.6866666666666666,54,KRSA,0.32533889468196037,2,RGC,RGC,RGC,NPR1
ATR,-1.355,26,KRSA,0.67570385818561,3,ATYPICAL,PIKK,ATR,ATR
CK1,-2.104166666666667,15,KRSA,0.8133472367049009,4,CK1,CK1,CK1-A,CSNK1A1
CK1,-2.104166666666667,15,KRSA,0.8133472367049009,4,CK1,CK1,CK1-A,CSNK1A1L
CK1,-2.104166666666667,15,KRSA,0.8133472367049009,4,CK1,CK1,CK1-D,CSNK1D
CK1,-2.104166666666667,15,KRSA,0.8133472367049009,4,CK1,CK1,CK1-D,CSNK1E
CK1,-2.104166666666667,15,KRSA,0.8133472367049009,4,CK1,CK1,CK1-G,CSNK1G1
CK1,-2.104166666666667,15,KRSA,0.8133472367049009,4,CK1,CK1,CK1-G,CSNK1G2
CK1,-2.104166666666667,15,KRSA,0.8133472367049009,4,CK1,CK1,CK1-G,CSNK1G3
CK1,-2.104166666666667,15,KRSA,0.8133472367049009,4,CK1,TTBK,TTBK,TTBK1
CK1,-2.104166666666667,15,KRSA,0.8133472367049009,4,CK1,TTBK,TTBK,TTBK2
CK1,-2.104166666666667,15,KRSA,0.8133472367049009,4,CK1,VRK,VRK,VRK3
QIK,-2.275,14,KRSA,0.8258602711157456,4,CAMK,CAMKL,QIK,SIK1
QIK,-2.275,14,KRSA,0.8258602711157456,4,CAMK,CAMKL,QIK,SIK2
CAMK1,1.6283333333333334,19,KRSA,0.7632950990615224,4,CAMK,CAMK1,CAMK1,CAMK1
CAMK1,1.6283333333333334,19,KRSA,0.7632950990615224,4,CAMK,CAMK1,CAMK1,CAMK1D
CAMK1,1.6283333333333334,19,KRSA,0.7632950990615224,4,CAMK,CAMK1,CAMK1,CAMK1G
CAMK1,1.6283333333333334,19,KRSA,0.7632950990615224,4,CAMK,CAMK1,CAMK1,CAMK4
CAMK1,1.6283333333333334,19,KRSA,0.7632950990615224,4,CAMK,CAMK1,CAMK1,PNCK
PEK,-2.6991666666666667,10,KRSA,0.8759124087591241,4,OTHER,PEK,HRI,EIF2AK1
PEK,-2.6991666666666667,10,KRSA,0.8759124087591241,4,OTHER,PEK,PKR,EIF2AK2
PEK,-2.6991666666666667,10,KRSA,0.8759124087591241,4,OTHER,PEK,PEK,EIF2AK3
PEK,-2.6991666666666667,10,KRSA,0.8759124087591241,4,OTHER,PEK,GCN2,EIF2AK4
RIPK,1.2691666666666666,27,KRSA,0.6631908237747653,3,TKL,RIPK,RIPK,ANKK1
RIPK,1.2691666666666666,27,KRSA,0.6631908237747653,3,TKL,RIPK,RIPK,RIPK1
RIPK,1.2691666666666666,27,KRSA,0.6631908237747653,3,TKL,RIPK,RIPK,RIPK2
RIPK,1.2691666666666666,27,KRSA,0.6631908237747653,3,TKL,RIPK,RIPK,RIPK3
RIPK,1.2691666666666666,27,KRSA,0.6631908237747653,3,TKL,RIPK,RIPK,RIPK4
NMO,-2.44,12,KRSA,0.8508863399374348,4,CMGC,MAPK,NMO,NLK
PHK,-1.56,22,KRSA,0.7257559958289885,3,CAMK,PHK,PHK,PHKG1
PHK,-1.56,22,KRSA,0.7257559958289885,3,CAMK,PHK,PHK,PHKG2
VRK1,-1.3883333333333334,25,KRSA,0.6882168925964547,3,CK1,VRK,VRK,VRK1
MOS,1.0725,34,KRSA,0.5755995828988529,3,OTHER,MOS,MOS,MOS
BRSK,0.5175,63,KRSA,0.2127215849843587,1,CAMK,CAMKL,BRSK,BRSK1
BRSK,0.5175,63,KRSA,0.2127215849843587,1,CAMK,CAMKL,BRSK,BRSK2
CAMK2,0.01416666666666666,80,KRSA,0,1,CAMK,CAMK2,CAMK2,CAMK2A
CAMK2,0.01416666666666666,80,KRSA,0,1,CAMK,CAMK2,CAMK2,CAMK2B
CAMK2,0.01416666666666666,80,KRSA,0,1,CAMK,CAMK2,CAMK2,CAMK2D
CAMK2,0.01416666666666666,80,KRSA,0,1,CAMK,CAMK2,CAMK2,CAMK2G
BARK2,0.5533333333333333,61,KRSA,0.23774765380604795,1,AGC,GRK,BARK,GRK3
MST,-2.005833333333334,16,KRSA,0.8008342022940563,4,STE,STE20,MST,STK3
MST,-2.005833333333334,16,KRSA,0.8008342022940563,4,STE,STE20,MST,STK4
MTOR,-1.7675,17,KRSA,0.7883211678832117,4,ATYPICAL,PIKK,FRAP,MTOR
DAPK,-0.9291666666666668,37,KRSA,0.5380604796663191,3,CAMK,DAPK,DAPK,DAPK1
DAPK,-0.9291666666666668,37,KRSA,0.5380604796663191,3,CAMK,DAPK,DAPK,DAPK2
DAPK,-0.9291666666666668,37,KRSA,0.5380604796663191,3,CAMK,DAPK,DAPK,DAPK3
DAPK,-0.9291666666666668,37,KRSA,0.5380604796663191,3,CAMK,DAPK,DRAK,STK17A
DAPK,-0.9291666666666668,37,KRSA,0.5380604796663191,3,CAMK,DAPK,DRAK,STK17B
PRKDC,-1.0841666666666667,32,KRSA,0.6006256517205423,3,ATYPICAL,PIKK,DNAPK,PRKDC
STKR,-0.9475,36,KRSA,0.5505735140771637,3,TKL,STKR,TYPE1,ACVR1
STKR,-0.9475,36,KRSA,0.5505735140771637,3,TKL,STKR,TYPE1,ACVR1B
STKR,-0.9475,36,KRSA,0.5505735140771637,3,TKL,STKR,TYPE1,ACVR1C
STKR,-0.9475,36,KRSA,0.5505735140771637,3,TKL,STKR,TYPE2,ACVR2A
STKR,-0.9475,36,KRSA,0.5505735140771637,3,TKL,STKR,TYPE2,ACVR2B
STKR,-0.9475,36,KRSA,0.5505735140771637,3,TKL,STKR,TYPE1,ACVRL1
STKR,-0.9475,36,KRSA,0.5505735140771637,3,TKL,STKR,TYPE2,AMHR2
STKR,-0.9475,36,KRSA,0.5505735140771637,3,TKL,STKR,TYPE1,BMPR1A
